date,mean_date_no,original_date_no,date_no,sample_id,fish_prey_stage,sample_mg_dm,sample_mg_dm01,site,fish_species,prey_stage
2019-06-20,31.691419141914192,17,-14.691419141914192,74,Semotilus atromaculatus_p,0.58,0.59,little bridge,Semotilus atromaculatus,p
2019-06-20,31.691419141914192,17,-14.691419141914192,75,Semotilus atromaculatus_a,5.718822292079942,5.728822292079942,little bridge,Semotilus atromaculatus,a
2019-06-20,31.691419141914192,17,-14.691419141914192,75,Semotilus atromaculatus_l,1.924739323543038,1.934739323543038,little bridge,Semotilus atromaculatus,l
2019-06-20,31.691419141914192,17,-14.691419141914192,75,Semotilus atromaculatus_p,0.58,0.59,little bridge,Semotilus atromaculatus,p
2019-06-07,31.691419141914192,4,-27.691419141914192,76,Cyprinella spiloptera_a,0,0.01,spirit mound,Cyprinella spiloptera,a
2019-06-07,31.691419141914192,4,-27.691419141914192,76,Cyprinella spiloptera_l,5.774217970629114,5.784217970629114,spirit mound,Cyprinella spiloptera,l
2019-06-07,31.691419141914192,4,-27.691419141914192,76,Cyprinella spiloptera_p,0,0.01,spirit mound,Cyprinella spiloptera,p
2019-06-20,31.691419141914192,17,-14.691419141914192,77,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,77,Ameiurus melas_l,7.698957294172152,7.708957294172151,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,77,Ameiurus melas_p,0.58,0.59,little bridge,Ameiurus melas,p
2019-06-06,31.691419141914192,3,-28.691419141914192,78,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-06-06,31.691419141914192,3,-28.691419141914192,78,Semotilus atromaculatus_l,1.283159549028692,1.293159549028692,little bridge,Semotilus atromaculatus,l
2019-06-06,31.691419141914192,3,-28.691419141914192,78,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-06-06,31.691419141914192,3,-28.691419141914192,79,Cyprinella spiloptera_a,0.6354246991199936,0.6454246991199936,burbank,Cyprinella spiloptera,a
2019-06-06,31.691419141914192,3,-28.691419141914192,79,Cyprinella spiloptera_l,0,0.01,burbank,Cyprinella spiloptera,l
2019-06-06,31.691419141914192,3,-28.691419141914192,79,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-13,31.691419141914192,10,-21.691419141914192,80,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-13,31.691419141914192,10,-21.691419141914192,80,Ameiurus melas_l,1.283159549028692,1.293159549028692,little bridge,Ameiurus melas,l
2019-06-13,31.691419141914192,10,-21.691419141914192,80,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-13,31.691419141914192,10,-21.691419141914192,81,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-13,31.691419141914192,10,-21.691419141914192,81,Etheostoma nigrum_l,1.924739323543038,1.934739323543038,little bridge,Etheostoma nigrum,l
2019-06-13,31.691419141914192,10,-21.691419141914192,81,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-06-21,31.691419141914192,18,-13.691419141914192,82,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-21,31.691419141914192,18,-13.691419141914192,82,Lepomis macrochirus_l,26.304770755088185,26.314770755088187,gunderson,Lepomis macrochirus,l
2019-06-21,31.691419141914192,18,-13.691419141914192,82,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-07,31.691419141914192,4,-27.691419141914192,83,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-06-07,31.691419141914192,4,-27.691419141914192,83,Semotilus atromaculatus_l,0,0.01,spirit mound,Semotilus atromaculatus,l
2019-06-07,31.691419141914192,4,-27.691419141914192,83,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-13,31.691419141914192,10,-21.691419141914192,84,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-13,31.691419141914192,10,-21.691419141914192,84,Ameiurus melas_l,7.057377519657806,7.067377519657806,little bridge,Ameiurus melas,l
2019-06-13,31.691419141914192,10,-21.691419141914192,84,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,85,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-20,31.691419141914192,17,-14.691419141914192,85,Etheostoma nigrum_l,64.1579774514346,64.16797745143461,little bridge,Etheostoma nigrum,l
2019-06-20,31.691419141914192,17,-14.691419141914192,85,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-06-20,31.691419141914192,17,-14.691419141914192,86,Notropis blennius_a,0,0.01,little bridge,Notropis blennius,a
2019-06-20,31.691419141914192,17,-14.691419141914192,86,Notropis blennius_l,3.20789887257173,3.21789887257173,little bridge,Notropis blennius,l
2019-06-20,31.691419141914192,17,-14.691419141914192,86,Notropis blennius_p,0,0.01,little bridge,Notropis blennius,p
2019-06-13,31.691419141914192,10,-21.691419141914192,87,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-13,31.691419141914192,10,-21.691419141914192,87,Ameiurus melas_l,1.924739323543038,1.934739323543038,little bridge,Ameiurus melas,l
2019-06-13,31.691419141914192,10,-21.691419141914192,87,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-21,31.691419141914192,18,-13.691419141914192,88,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-06-21,31.691419141914192,18,-13.691419141914192,88,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,spirit mound,Semotilus atromaculatus,l
2019-06-21,31.691419141914192,18,-13.691419141914192,88,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-21,31.691419141914192,18,-13.691419141914192,89,Cyprinella spiloptera_a,0,0.01,gunderson,Cyprinella spiloptera,a
2019-06-21,31.691419141914192,18,-13.691419141914192,89,Cyprinella spiloptera_l,2.566319098057384,2.576319098057384,gunderson,Cyprinella spiloptera,l
2019-06-21,31.691419141914192,18,-13.691419141914192,89,Cyprinella spiloptera_p,0,0.01,gunderson,Cyprinella spiloptera,p
2019-06-21,31.691419141914192,18,-13.691419141914192,90,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-21,31.691419141914192,18,-13.691419141914192,90,Lepomis macrochirus_l,3.849478647086076,3.8594786470860756,gunderson,Lepomis macrochirus,l
2019-06-21,31.691419141914192,18,-13.691419141914192,90,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-06-21,31.691419141914192,18,-13.691419141914192,91,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-21,31.691419141914192,18,-13.691419141914192,91,Lepomis macrochirus_l,17.964233686401688,17.97423368640169,gunderson,Lepomis macrochirus,l
2019-06-21,31.691419141914192,18,-13.691419141914192,91,Lepomis macrochirus_p,1.7399999999999998,1.7499999999999998,gunderson,Lepomis macrochirus,p
2019-06-10,31.691419141914192,7,-24.691419141914192,92,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-10,31.691419141914192,7,-24.691419141914192,92,Cyprinella spiloptera_l,0.641579774514346,0.651579774514346,burbank,Cyprinella spiloptera,l
2019-06-10,31.691419141914192,7,-24.691419141914192,92,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-13,31.691419141914192,10,-21.691419141914192,93,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-13,31.691419141914192,10,-21.691419141914192,93,Ameiurus melas_l,1.283159549028692,1.293159549028692,little bridge,Ameiurus melas,l
2019-06-13,31.691419141914192,10,-21.691419141914192,93,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-13,31.691419141914192,10,-21.691419141914192,94,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-13,31.691419141914192,10,-21.691419141914192,94,Etheostoma nigrum_l,33.36214827474599,33.37214827474599,little bridge,Etheostoma nigrum,l
2019-06-13,31.691419141914192,10,-21.691419141914192,94,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-06-13,31.691419141914192,10,-21.691419141914192,95,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-13,31.691419141914192,10,-21.691419141914192,95,Etheostoma nigrum_l,29.512669627659918,29.52266962765992,little bridge,Etheostoma nigrum,l
2019-06-13,31.691419141914192,10,-21.691419141914192,95,Etheostoma nigrum_p,0.58,0.59,little bridge,Etheostoma nigrum,p
2019-06-10,31.691419141914192,7,-24.691419141914192,96,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-10,31.691419141914192,7,-24.691419141914192,96,Cyprinella spiloptera_l,1.283159549028692,1.293159549028692,burbank,Cyprinella spiloptera,l
2019-06-10,31.691419141914192,7,-24.691419141914192,96,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-10,31.691419141914192,7,-24.691419141914192,97,Cyprinella lutrensis_a,0,0.01,burbank,Cyprinella lutrensis,a
2019-06-10,31.691419141914192,7,-24.691419141914192,97,Cyprinella lutrensis_l,0,0.01,burbank,Cyprinella lutrensis,l
2019-06-10,31.691419141914192,7,-24.691419141914192,97,Cyprinella lutrensis_p,0,0.01,burbank,Cyprinella lutrensis,p
2019-06-10,31.691419141914192,7,-24.691419141914192,98,Notropis blennius_a,0,0.01,burbank,Notropis blennius,a
2019-06-10,31.691419141914192,7,-24.691419141914192,98,Notropis blennius_l,1.924739323543038,1.934739323543038,burbank,Notropis blennius,l
2019-06-10,31.691419141914192,7,-24.691419141914192,98,Notropis blennius_p,0,0.01,burbank,Notropis blennius,p
2019-06-10,31.691419141914192,7,-24.691419141914192,99,Cyprinella lutrensis_a,0,0.01,burbank,Cyprinella lutrensis,a
2019-06-10,31.691419141914192,7,-24.691419141914192,99,Cyprinella lutrensis_l,0,0.01,burbank,Cyprinella lutrensis,l
2019-06-10,31.691419141914192,7,-24.691419141914192,99,Cyprinella lutrensis_p,0.58,0.59,burbank,Cyprinella lutrensis,p
2019-06-10,31.691419141914192,7,-24.691419141914192,100,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-10,31.691419141914192,7,-24.691419141914192,100,Cyprinella spiloptera_l,0.641579774514346,0.651579774514346,burbank,Cyprinella spiloptera,l
2019-06-10,31.691419141914192,7,-24.691419141914192,100,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-10,31.691419141914192,7,-24.691419141914192,101,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-10,31.691419141914192,7,-24.691419141914192,101,Cyprinella spiloptera_l,0,0.01,burbank,Cyprinella spiloptera,l
2019-06-10,31.691419141914192,7,-24.691419141914192,101,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-10,31.691419141914192,7,-24.691419141914192,102,Notropis blennius_a,0,0.01,burbank,Notropis blennius,a
2019-06-10,31.691419141914192,7,-24.691419141914192,102,Notropis blennius_l,0.641579774514346,0.651579774514346,burbank,Notropis blennius,l
2019-06-10,31.691419141914192,7,-24.691419141914192,102,Notropis blennius_p,0,0.01,burbank,Notropis blennius,p
2019-06-10,31.691419141914192,7,-24.691419141914192,103,Notropis blennius_a,0,0.01,burbank,Notropis blennius,a
2019-06-10,31.691419141914192,7,-24.691419141914192,103,Notropis blennius_l,0,0.01,burbank,Notropis blennius,l
2019-06-10,31.691419141914192,7,-24.691419141914192,103,Notropis blennius_p,0,0.01,burbank,Notropis blennius,p
2019-06-10,31.691419141914192,7,-24.691419141914192,104,Cyprinella lutrensis_a,0,0.01,burbank,Cyprinella lutrensis,a
2019-06-10,31.691419141914192,7,-24.691419141914192,104,Cyprinella lutrensis_l,0,0.01,burbank,Cyprinella lutrensis,l
2019-06-10,31.691419141914192,7,-24.691419141914192,104,Cyprinella lutrensis_p,0,0.01,burbank,Cyprinella lutrensis,p
2019-06-13,31.691419141914192,10,-21.691419141914192,105,Culaea inconstans_a,0,0.01,little bridge,Culaea inconstans,a
2019-06-13,31.691419141914192,10,-21.691419141914192,105,Culaea inconstans_l,7.057377519657806,7.067377519657806,little bridge,Culaea inconstans,l
2019-06-13,31.691419141914192,10,-21.691419141914192,105,Culaea inconstans_p,0,0.01,little bridge,Culaea inconstans,p
2019-06-10,31.691419141914192,7,-24.691419141914192,106,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-10,31.691419141914192,7,-24.691419141914192,106,Cyprinus carpio_l,0.641579774514346,0.651579774514346,burbank,Cyprinus carpio,l
2019-06-10,31.691419141914192,7,-24.691419141914192,106,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-06-10,31.691419141914192,7,-24.691419141914192,107,Cyprinella lutrensis_a,0,0.01,burbank,Cyprinella lutrensis,a
2019-06-10,31.691419141914192,7,-24.691419141914192,107,Cyprinella lutrensis_l,0,0.01,burbank,Cyprinella lutrensis,l
2019-06-10,31.691419141914192,7,-24.691419141914192,107,Cyprinella lutrensis_p,0,0.01,burbank,Cyprinella lutrensis,p
2019-06-10,31.691419141914192,7,-24.691419141914192,108,Cyprinella spiloptera_a,0,0.01,burbank,Cyprinella spiloptera,a
2019-06-10,31.691419141914192,7,-24.691419141914192,108,Cyprinella spiloptera_l,0,0.01,burbank,Cyprinella spiloptera,l
2019-06-10,31.691419141914192,7,-24.691419141914192,108,Cyprinella spiloptera_p,0,0.01,burbank,Cyprinella spiloptera,p
2019-06-14,31.691419141914192,11,-20.691419141914192,109,Ameiurus melas_a,0,0.01,spirit mound,Ameiurus melas,a
2019-06-14,31.691419141914192,11,-20.691419141914192,109,Ameiurus melas_l,8.340537068686498,8.350537068686497,spirit mound,Ameiurus melas,l
2019-06-14,31.691419141914192,11,-20.691419141914192,109,Ameiurus melas_p,0,0.01,spirit mound,Ameiurus melas,p
2019-06-14,31.691419141914192,11,-20.691419141914192,110,Lepomis cyanellus_a,0,0.01,spirit mound,Lepomis cyanellus,a
2019-06-14,31.691419141914192,11,-20.691419141914192,110,Lepomis cyanellus_l,2.566319098057384,2.576319098057384,spirit mound,Lepomis cyanellus,l
2019-06-14,31.691419141914192,11,-20.691419141914192,110,Lepomis cyanellus_p,0,0.01,spirit mound,Lepomis cyanellus,p
2019-06-14,31.691419141914192,11,-20.691419141914192,111,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-06-14,31.691419141914192,11,-20.691419141914192,111,Etheostoma nigrum_l,58.38375948080549,58.393759480805485,spirit mound,Etheostoma nigrum,l
2019-06-14,31.691419141914192,11,-20.691419141914192,111,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-06-21,31.691419141914192,18,-13.691419141914192,112,Esox lucius_a,0,0.01,gunderson,Esox lucius,a
2019-06-21,31.691419141914192,18,-13.691419141914192,112,Esox lucius_l,0.641579774514346,0.651579774514346,gunderson,Esox lucius,l
2019-06-21,31.691419141914192,18,-13.691419141914192,112,Esox lucius_p,0,0.01,gunderson,Esox lucius,p
2019-06-21,31.691419141914192,18,-13.691419141914192,113,Cyprinella spiloptera_a,0,0.01,gunderson,Cyprinella spiloptera,a
2019-06-21,31.691419141914192,18,-13.691419141914192,113,Cyprinella spiloptera_l,1.924739323543038,1.934739323543038,gunderson,Cyprinella spiloptera,l
2019-06-21,31.691419141914192,18,-13.691419141914192,113,Cyprinella spiloptera_p,0,0.01,gunderson,Cyprinella spiloptera,p
2019-06-21,31.691419141914192,18,-13.691419141914192,114,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-06-21,31.691419141914192,18,-13.691419141914192,114,Etheostoma nigrum_l,45.552163990518565,45.56216399051856,spirit mound,Etheostoma nigrum,l
2019-06-21,31.691419141914192,18,-13.691419141914192,114,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-06-21,31.691419141914192,18,-13.691419141914192,115,Pimephales promelas_a,0,0.01,spirit mound,Pimephales promelas,a
2019-06-21,31.691419141914192,18,-13.691419141914192,115,Pimephales promelas_l,1.283159549028692,1.293159549028692,spirit mound,Pimephales promelas,l
2019-06-21,31.691419141914192,18,-13.691419141914192,115,Pimephales promelas_p,0,0.01,spirit mound,Pimephales promelas,p
2019-06-20,31.691419141914192,17,-14.691419141914192,116,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-06-20,31.691419141914192,17,-14.691419141914192,116,Semotilus atromaculatus_l,1.283159549028692,1.293159549028692,little bridge,Semotilus atromaculatus,l
2019-06-20,31.691419141914192,17,-14.691419141914192,116,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-06-21,31.691419141914192,18,-13.691419141914192,117,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-06-21,31.691419141914192,18,-13.691419141914192,117,Lepomis macrochirus_l,10.906856166743882,10.916856166743882,gunderson,Lepomis macrochirus,l
2019-06-21,31.691419141914192,18,-13.691419141914192,117,Lepomis macrochirus_p,0.58,0.59,gunderson,Lepomis macrochirus,p
2019-06-20,31.691419141914192,17,-14.691419141914192,118,Ameiurus melas_a,0,0.01,little bridge,Ameiurus melas,a
2019-06-20,31.691419141914192,17,-14.691419141914192,118,Ameiurus melas_l,1.283159549028692,1.293159549028692,little bridge,Ameiurus melas,l
2019-06-20,31.691419141914192,17,-14.691419141914192,118,Ameiurus melas_p,0,0.01,little bridge,Ameiurus melas,p
2019-06-21,31.691419141914192,18,-13.691419141914192,119,Ameiurus melas_a,0,0.01,spirit mound,Ameiurus melas,a
2019-06-21,31.691419141914192,18,-13.691419141914192,119,Ameiurus melas_l,1.924739323543038,1.934739323543038,spirit mound,Ameiurus melas,l
2019-06-21,31.691419141914192,18,-13.691419141914192,119,Ameiurus melas_p,0,0.01,spirit mound,Ameiurus melas,p
2019-06-21,31.691419141914192,18,-13.691419141914192,120,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-06-21,31.691419141914192,18,-13.691419141914192,120,Semotilus atromaculatus_l,1.924739323543038,1.934739323543038,spirit mound,Semotilus atromaculatus,l
2019-06-21,31.691419141914192,18,-13.691419141914192,120,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-20,31.691419141914192,17,-14.691419141914192,121,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-06-20,31.691419141914192,17,-14.691419141914192,121,Etheostoma nigrum_l,16.681074137372995,16.691074137372997,little bridge,Etheostoma nigrum,l
2019-06-20,31.691419141914192,17,-14.691419141914192,121,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-06-21,31.691419141914192,18,-13.691419141914192,122,Etheostoma nigrum_a,0,0.01,spirit mound,Etheostoma nigrum,a
2019-06-21,31.691419141914192,18,-13.691419141914192,122,Etheostoma nigrum_l,114.84277963806794,114.85277963806794,spirit mound,Etheostoma nigrum,l
2019-06-21,31.691419141914192,18,-13.691419141914192,122,Etheostoma nigrum_p,0,0.01,spirit mound,Etheostoma nigrum,p
2019-06-11,31.691419141914192,8,-23.691419141914192,123,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-06-11,31.691419141914192,8,-23.691419141914192,123,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,spirit mound,Semotilus atromaculatus,l
2019-06-11,31.691419141914192,8,-23.691419141914192,123,Semotilus atromaculatus_p,0,0.01,spirit mound,Semotilus atromaculatus,p
2019-06-27,31.691419141914192,24,-7.691419141914192,124,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-06-27,31.691419141914192,24,-7.691419141914192,124,Cyprinus carpio_l,1.283159549028692,1.293159549028692,burbank,Cyprinus carpio,l
2019-06-27,31.691419141914192,24,-7.691419141914192,124,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
